"doc_id","year","pope","region","genre","persons","summary","is_dispute","is_dispute_conf","dispute_parties","dispute_parties_conf","matched_principal","domain","domain_conf","domain_other_detail"
"147219","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Simon de Montfort, 6th Earl of Leicester (subject_or_mention) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Pope Clement IV writes to his legate Cardinal Ottobono Fieschi (deacon of Sant'Adriano), instructing him not to accept any false peace agreement with the English under the pretext of clemency, insisting that Simon de Montfort, Earl of Leicester, must be expelled from England along with his entire progeny. The letter also reports that Manfred of Sicily has advanced with his army to Celle, raising concern about a potential clash with the king (Charles of Anjou). Simon de Montfort and Manfred are mentioned as subjects of concern, not as parties to a dispute being adjudicated; the operative act is a papal directive to the legate regarding the political/military situation in England and Italy.","no","high","","","","secular_territorial","high",""
"147232","1265","Clément IV (1265-1268)","Crusader_States","Titre, général (littere gratiose, cum filo serico)","Louis IX, Roi de France (subject_or_mention)","Pope Clement IV writes to the Patriarch of Jerusalem, archbishops, bishops, masters of the Hospital and Temple, Geoffroy de Sergines, and all barons of the Kingdom of Jerusalem, consoling them after the fall of Caesarea and Ashdod to Muslim forces and promising imminent military aid from King Louis IX of France and Otto, Margrave of Brandenburg. This is a letter of encouragement and promise of crusade support, not a live dispute. Louis IX appears only as a mentioned future helper, not as a party to any conflict.","no","high","","","","crusade","high",""
"147235","1265","Clément IV (1265-1268)","","Lettre, général (après 1198, littere cum filo canapis)","Guglielmo VII 'il Gran Marchese' Marchese del Monferrato (addressee)","Pope Clement IV writes to Marquis Guillaume VII of Montferrat declining his request for military and financial assistance. The pope explains that the Church's resources are already stretched across multiple fronts (Spain, Constantinople, the Holy Land, Prussia, Livonia, and the Lombard wars), and that he himself is beset by enemies in the Patrimony and the March. This is a one-sided refusal letter, not a live dispute; the matched person (Guillaume VII) is the addressee/requestor, and the pope mentions having sent the Abbot of Fruttuaria to convey this message earlier.","no","high","","","","secular_territorial","medium",""
"147242","1265","Clément IV (1265-1268)","Italy","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (addressee) | Louis IX, Roi de France (subject_or_mention)","Pope Clement IV writes to Charles I of Anjou, King of Sicily, explaining that he cannot provide financial or military assistance due to the papacy's own dire financial straits, and advises Charles to send envoys to his brothers King Louis IX of France and the Count (Charles of Anjou's brother Alphonse of Poitiers) and the papal legate to secure sufficient funds. This is a one-sided advisory/diplomatic letter with no live dispute being adjudicated. Charles I of Anjou is the addressee and primary recipient; Louis IX of France is mentioned as a potential source of aid.","no","high","","","","secular_territorial","medium",""
"147243","1265","Clément IV (1265-1268)","","Titre, général (littere gratiose, cum filo serico)","Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention) | Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Pope Clement IV grants the Archbishop of Cosenza (Bartolomeo Pignatelli) the faculty to absolve from excommunication two categories of persons: (1) former supporters of Manfred of Sicily (now deceased, referred to as ""quondam princeps Tarentinus"") who wish to return to Church unity, and (2) members of King Charles I of Anjou's retinue who incurred automatic excommunication for laying violent hands on clerics or religious persons. This is a one-sided grant of a disciplinary faculty to the archbishop, with no opposing party. Both Manfred and Charles I appear only as contextual references identifying the groups of persons concerned, not as principals to any dispute.","no","high","","","","excommunication","high",""
"147255","1265","Clément IV (1265-1268)","","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Pope Clement IV writes to two cardinal-deacons (Giovanni Gaetano Orsini and Matteo Rosso Orsini) in Rome, seeking their counsel on whether to authorize the pledging of Roman church properties as collateral for a loan to support King Charles I of Sicily (matched person, mentioned as beneficiary). The operative matter is a financial/administrative question about mortgaging ecclesiastical possessions of Roman churches, with specific exemptions for the Lateran, St. Peter's, and other named institutions. There is no live dispute between opposing parties; this is a consultative letter on a proposed financial arrangement.","no","high","","","","ecclesiastical_property","high",""
"147258","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Pope Clement IV mandates Cardinal Simon, legate of the Apostolic See, to repay 3,000 livres tournois to Peregrino Sassinii and other Florentine merchants, from whom the papal camerarius (Peter, archdeacon of Sens) had borrowed this sum as a loan to finance the business being conducted through Charles I of Sicily. This is a routine financial/administrative instruction concerning the repayment of a papal loan, not a dispute. Charles I of Sicily is mentioned only as the context for why the money was needed.","no","high","","","","other","high","papal fiscal/financial administration: repayment of a loan to merchants"
"147259","1265","Clément IV (1265-1268)","","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Louis IX, Roi de France (subject_or_mention)","Pope Clement IV writes to his legate, Cardinal Simon de Brion (addressee and principal), criticizing his handling of financial support for Charles I of Anjou's Sicilian campaign. The pope reproaches Simon for following the advice of King Louis IX of France and others in diverting the tithe to pay mercenary soldiers rather than first securing horses, provisions, and allies in Lombardy for Charles. Both Charles I of Anjou and Louis IX appear only as subjects of discussion, not as parties to a dispute. This is a one-sided administrative/directive letter concerning the management of crusade/campaign finances and logistics.","no","high","","","","crusade","medium",""
"147262","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Pope Clement IV writes to Bishop Guglielmino degli Ubertini of Arezzo, urging him to seize the opportunity and align himself with King Charles I of Sicily (Charles of Anjou), who has already generously received the bishop into his confidence. The letter is a papal exhortation/mandate to the bishop to support Charles I, not a dispute. Charles I of Anjou appears as the matched Peerage person, mentioned as the king the bishop is being urged to support.","no","high","","","","secular_territorial","medium",""
"147263","1265","Clément IV (1265-1268)","Italy","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (addressee)","Pope Clement IV writes to Charles I of Anjou, King of Sicily, recommending that he receive and patiently hear Martinus, a judge from Rieti, who wishes to discuss a matter with the king that could prove very useful. This is a simple letter of recommendation/introduction, not a dispute. Charles I of Anjou is the matched Peerage person as the addressee of the letter.","no","high","","","","other","high","letter of recommendation/introduction"
"147270","1265","Clément IV (1265-1268)","Iberia","Lettre, général (après 1198, littere cum filo canapis)","Jaime I, Rey de AragÃ³n (addressee)","Pope Clement IV writes to King James I of Aragon thanking him for gifts sent and urging him to cease oppressing the clergy and churches in his realm. The pope warns that by rights no ecclesiastical subsidy should be granted until the king remedies the grievances of the churches, but appeals to his generosity to desist voluntarily. This is a papal admonition letter, not a live dispute proceeding; the operative act is the pope's exhortation to protect church liberties. James I of Aragon is the sole matched person and the direct addressee of the letter.","no","high","","","","ecclesiastical_appointments","medium",""
"147273","1265","Clément IV (1265-1268)","France","Lettre, général (après 1198, littere cum filo canapis)","Louis IX, Roi de France (addressee)","Pope Clement IV writes to King Louis IX of France urging him to take legal action against men from the castle of Calvisson (seneschalsy of Beaucaire) who violently attacked the priory of Olozargues by night, severely wounding the prior Stephanus Franulfus (an Augustinian canon of Nîmes), burning his grain, and plundering the priory's goods. The dispute is between the lay attackers and the ecclesiastical prior/priory. Louis IX appears as addressee, called upon to correct the excesses of his subjects; the actual principals are the unnamed men of Calvisson and the prior Stephanus Franulfus (unmatched).","yes","high","church_v_lay","high","no","ecclesiastical_property","medium",""
"147275","1265","Clément IV (1265-1268)","","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Pope Clement IV writes to Philip of Montfort assuring him of his continued favour and promising to intercede on his behalf with King Charles I of Sicily at opportune moments. This is a personal letter of goodwill with no dispute involved. Philip of Montfort is the addressee/beneficiary; Charles I of Anjou (matched) is mentioned only as the third party at whose court the pope will advocate, not as a principal disputant.","no","high","","","","other","high","papal letter of favour/patronage promise"
"147277","1265","Clément IV (1265-1268)","Italy","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (addressee)","Pope Clement IV writes to Charles I of Anjou, King of Sicily, explaining the financial constraints preventing the papacy from directly subsidizing Charles's needs. The pope sends him a formula/template under which the possessions of certain Roman churches may be pledged to creditors on his behalf, developed with the cardinals' consent. This is a one-sided administrative/financial communication — no live dispute is present; the operative act is the arrangement for pledging ecclesiastical property in Rome to secure loans for Charles I.","no","high","","","","ecclesiastical_property","high",""
"147280","1265","Clément IV (1265-1268)","Italy","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (addressee)","Pope Clement IV grants Charles I of Anjou (the matched addressee) full and free licence to enter the Kingdom of Sicily and take possession of it, following its conferral upon him under certain conditions agreed between the papacy and Charles. This is a one-sided papal grant/investiture letter with no opposing party named; the document's operative act is the formal authorization of Charles's assumption of the Sicilian kingdom. No live dispute is being adjudicated.","no","high","","","","secular_territorial","high",""
"147286","1176","Alexandre III (1159-1181)","Italy","Privilège solennel","Guglielmo II di Sicilia, Re di Sicilia (addressee)","Pope Alexander III issues a solemn privilege to King William II of Sicily and his heirs, exempting the newly founded monastery of Santa Maria Reale (Diocese of Palermo) from ordinary jurisdiction and confirming/expanding its possessions and privileges, in exchange for an annual census of 100 tareni to the Curia. This is a one-sided papal grant with no opposing party; William II is the addressee and principal beneficiary.","no","high","","","","ecclesiastical_property","high",""
"147288","1173","Alexandre III (1159-1181)","","Mandement (littere cum filo canapis)","Friedrich I 'Barbarossa' Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Pope Alexander III mandates the consuls of Piacenza to stop harassing the monastery of Santa Giulia di Brescia in its Piacentine possessions and to pay it the pedagium (toll) previously owed. The document also addresses the case of W. and Er. de Porta, who committed violence against the papal subdeacon Peter, stating they cannot be absolved without appearing in person; the Archbishop of Milan is to investigate. Frederick Barbarossa is mentioned only incidentally as a former payer of the toll, not as a party to the dispute.","yes","high","church_v_lay","high","no","ecclesiastical_property","high",""
"147297","1265","Clément IV (1265-1268)","France","Lettre, général (après 1198, littere cum filo canapis)","Louis IX, Roi de France (addressee) | Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Pope Clement IV writes to King Louis IX of France asking him to provide financial support to his brother Charles I of Anjou, King of Sicily, who is in dire straits during his military campaign (the conquest of Sicily/southern Italy). The pope explains that the papal legate Cardinal Simon of Santa Cecilia could not adequately supply Charles from the crusade tithe revenues. This is a one-sided appeal/request letter, not a live dispute before the Church. Louis IX appears as the addressee/recipient of the appeal; Charles I of Anjou appears as the beneficiary in need of funds.","no","high","","","","crusade","medium",""
"147298","1265","Clément IV (1265-1268)","","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Louis IX, Roi de France (subject_or_mention)","Pope Clement IV writes to Cardinal Simon de Brion, papal legate, explaining the difficult financial and military situation of the Church in the affair of the Kingdom of Sicily (the Angevin campaign). The letter is a confidential briefing on the state of affairs, including the inadequacy of the papal camera, the conduct of Charles I of Anjou (King of Sicily) regarding the payment of soldiers, and the role of the King of France (Louis IX). This is not a dispute document but rather an administrative/political communication; Charles I of Anjou and Louis IX are mentioned as subjects of the briefing, not as parties to a legal conflict.","no","high","","","","secular_territorial","high",""
"147299","1265","Clément IV (1265-1268)","","Lettre, général (après 1198, littere cum filo canapis)","Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Pope Clement IV writes to Cardinal-Deacon Ottobono of S. Adriano reporting military events in central Italy: the Sienese had seized two castles from the Orvietans and besieged Radicofani, but retreated when news spread that the King of Sicily (Manfred I of Hohenstaufen) had sent aid to Orvieto; the Orvietans then recovered their castles and raided Sienese territory. This is a news/intelligence letter relaying ongoing secular military conflict between Siena and Orvieto. Manfred I is mentioned only incidentally as having sent auxiliary forces to Orvieto; he is not a principal party to the dispute described.","yes","high","lay_v_lay","high","no","secular_territorial","high",""
"147301","1265","Clément IV (1265-1268)","","Lettre, général (après 1198, littere cum filo canapis)","Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention) | Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","This is a letter from Pope Clement IV to Cardinal-Deacon Ottobono Fieschi, apostolic legate, reporting on a wide range of current events: Manfred of Sicily's military advance into central Italy, the pope's permission for King Charles I of Anjou (King of Sicily) to pledge Roman church properties as loan collateral (excepting St. Peter's, the Lateran, cardinals', nuns', hospitals, and castles), various political and military events in northern and central Italy (Brescia, Cremona, Siena vs. Orvieto, Viterbo), and episcopal appointments. This is an informational/diplomatic letter with no single operative dispute; it is a general news and administrative communication. Both matched Peerage persons (Manfred and Charles I) appear only as subjects of reported events, not as parties to a formal dispute being adjudicated.","no","high","","","","other","high","diplomatic/news letter reporting military and political events"
"147306","1265","Clément IV (1265-1268)","Italy","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (beneficiary)","Pope Clement IV notifies Charles I of Anjou, King of Sicily, that he has decided to confer upon him the Kingdom of Sicily in honour of God and the Holy Roman Church, and has had him solemnly invested with it. This is a one-sided grant/investiture with no opposing party named. Charles I d'Anjou is the matched Peerage person and the direct beneficiary of the papal grant.","no","high","","","","ecclesiastical_property","medium",""
"147315","1265","Clément IV (1265-1268)","Iberia","Lettre, général (après 1198, littere cum filo canapis)","Jaime I, Rey de AragÃ³n (addressee) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Pope Clement IV writes to King James I of Aragon thanking him for procuring the liberation of Manfred (Roberti), elect of Verona, who had been held captive by Manfred of Sicily (the former Prince of Taranto, enemy of the Church). The pope also commends the Archdeacon of Vicenza, R., who carried out the actual work of securing the release. This is a letter of thanks and recommendation, not an active dispute. James I appears as the addressee/beneficiary of the pope's gratitude; Manfred of Sicily is mentioned only as the now-past captor.","no","high","","","","ecclesiastical_appointments","medium",""
"147317","1265","Clément IV (1265-1268)","Italy","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Pope Clement IV writes to Cardinal-Deacon Matteo Rosso Orsini, rector and legate of the Patrimony of St. Peter in Tuscany, declining his request for material or military assistance. The pope explains he lacks funds to pay stipends and has not asked Charles I of Sicily to provide soldiers (since Charles himself would rather deserve aid from the pope). This is a one-sided administrative letter refusing a request; there is no live dispute being adjudicated. Charles I of Anjou is mentioned only incidentally as a potential source of military aid.","no","high","","","","ecclesiastical_appointments","medium",""
"147318","1265","Clément IV (1265-1268)","Iberia","Lettre, général (après 1198, littere cum filo canapis)","Alfonso X, Rey de Castilla y LeÃ³n (addressee)","Pope Clement IV writes to King Alfonso X of Castile and León, excusing himself for being unable to grant the king's request regarding the provision/appointment to the archbishopric of Toledo. The pope explains his own difficult situation and declines the king's petition concerning the filling of the see of Toledo. This is a one-sided letter of refusal, not an active dispute before the Church. Alfonso X appears as the addressee and petitioner.","no","high","","","","ecclesiastical_appointments","high",""
"147320","1265","Clément IV (1265-1268)","Italy","Lettre, général (après 1198, littere cum filo canapis)","Jeanne I, Reina de Navarre (beneficiary) | Manfredo I von Hohenstaufen, King of Naples and Sicily (subject_or_mention)","Pope Clement IV takes under the protection of St. Peter and himself all the lands of Charles, King of Sicily, and of those who join him, as Charles prepares to campaign against Manfred (former Prince of Taranto, persecutor of the Church) and the Saracens of Lucera. This is a unilateral grant of papal protection and crusading support, not a live dispute being adjudicated. The matched person ""Carolum regem Siciliae"" is Charles I of Anjou (the beneficiary/addressee); Manfred appears only as the named enemy/context, not as a party to litigation.","no","high","","","","crusade","high",""
"147323","1265","Clément IV (1265-1268)","","Bulle (ad perpetuam rei memoriam)","Henry III, King of England (subject_or_mention) | Edward I 'Longshanks', King of England (subject_or_mention)","Pope Clement IV annuls and declares void all confederations, promises, conventions, exchanges, and pacts made by King Henry III of England and his firstborn Edward (later Edward I) — while they were held captive — to the prejudice of their liberty, dignity, and rights, with Simon de Montfort, Earl of Leicester, his accomplices, or others acting in their name, whether made at Oxford or elsewhere, even if sworn under oath. The principal parties to the conflict are Henry III and Edward on one side and Simon de Montfort (Earl of Leicester) and his allies on the other. Henry III and Edward are the matched Peerage persons whose coerced agreements are being invalidated; Simon de Montfort is the unmatched counterparty.","yes","high","church_v_lay","medium","yes","secular_territorial","high",""
"147324","1265","Clément IV (1265-1268)","England","Lettre, général (après 1198, littere cum filo canapis)","Edward I 'Longshanks', King of England (addressee) | Henry III, King of England (subject_or_mention)","Pope Clement IV writes to Edward (the future Edward I), eldest son of King Henry III of England, exhorting him to make every effort to free his father from captivity. The document concerns the political conflict in England in which Simon de Montfort and his allies have imprisoned Henry III; the Pope also instructs his legate Cardinal Ottobono to urge archbishops, bishops, barons, earls, and inhabitants of England to abandon Simon de Montfort's faction and obey the king and Edward in his name. Edward (matched) is the addressee and principal; Henry III (matched) is the subject of the captivity. Simon de Montfort and his allies are the unmatched counterparty.","yes","high","church_v_lay","medium","yes","secular_territorial","high",""
"147326","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Edward I 'Longshanks', King of England (beneficiary) | Henry III, King of England (subject_or_mention)","Pope Clement IV mandates Cardinal-Deacon Ottobono of S. Adriano, papal legate, to compel bishops, clergy, magnates, nobles, and local communities to abandon Simon de Montfort (Earl of Leicester, unmatched) and adhere to Edward (the future Edward I), firstborn son of King Henry III of England, until Henry III is restored to his full liberty and royal dignity. The dispute concerns the political conflict between Simon de Montfort and the English crown during the Second Barons' War. Edward I appears as the principal beneficiary/adherent target; Henry III is mentioned as the king whose restoration is the ultimate goal.","yes","high","church_v_lay","medium","yes","secular_territorial","high",""
"147327","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Henry III, King of England (subject_or_mention)","Pope Clement IV mandates his legate, Cardinal-Deacon Ottobono of S. Adriano, to warn and induce Llywelyn, Prince of Wales, to restore castles and villages belonging to King Henry III of England and wards under the king's custody that Llywelyn is said to have occupied and destroyed, to make full satisfaction for damages, and to withdraw without delay from Simon de Montfort and his accomplices. The dispute is between Llywelyn Prince of Wales (and his ally Simon de Montfort) on one side, and King Henry III of England on the other — all lay parties. Henry III appears only as the aggrieved party whose properties were seized, not as a matched principal in the operative sense; the active principals are Llywelyn and Henry III, both lay rulers.","yes","high","lay_v_lay","high","yes","secular_territorial","high",""
"147330","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention) | Louis IX, Roi de France (subject_or_mention)","Pope Clement IV writes to Cardinal Simon de Brion, papal legate, instructing him to continue efforts to support King Charles I of Sicily, whose financial situation is dire. The Pope explains he cannot himself provide further aid and urges the legate to press King Louis IX of France to lend his brother Charles money from the tenth (papal tax) due in his time. This is a directive/mandate letter concerning financial support for Charles I of Sicily, not a live dispute between parties. Both matched Peerage persons (Charles I of Sicily and Louis IX of France) appear as subjects of the letter's discussion, not as disputants.","no","high","","","","other","medium","papal financial/political support for a ruler (loan from ecclesiastical tenth)"
"147331","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Edward I 'Longshanks', King of England (subject_or_mention) | Henry III, King of England (subject_or_mention) | Louis IX, Roi de France (subject_or_mention) | Simon de Montfort, 6th Earl of Leicester (subject_or_mention)","Pope Clement IV mandates Cardinal-Deacon Ottobono Fieschi, apostolic legate, to travel to England to support the royal cause (King Henry III and his son Edward, the future Edward I) against the baronial rebellion led by Simon de Montfort, Earl of Leicester. The pope instructs the legate to preach the crusade if he encounters resistance, and grants him authority to absolve the bishops of London, Worcester, Lincoln, and Ely from excommunication — but not to restore them to their offices, especially if they remain adherents of Simon de Montfort. The matched Peerage persons (Edward I, Henry III, Louis IX, Simon de Montfort) all appear as contextual mentions or background figures; the operative parties are the pope/legate on one side and the English bishops and baronial rebels on the other.","yes","high","church_v_lay","medium","no","secular_territorial","high",""
"147332","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Pope Clement IV mandates Cardinal Simon (priest of Santa Cecilia, apostolic legate) to repay 1,000 livres tournois to Pietro de Cassillaco (Caffiliaco), a lay merchant of Montpellier, who had lent this sum in connection with the business of the Kingdom of Sicily. The loan was contracted through the pope's notary, who had been granted the faculty to borrow up to 4,000 livres tournois on behalf of the Roman Church. Charles I of Anjou, King of Sicily, is mentioned only as the beneficiary of the broader financial arrangement (the Sicilian affair), not as a party to this transaction.","no","high","","","","other","high","fiscal/financial: repayment of a loan contracted for the Sicilian affair"
"147333","1265","Clément IV (1265-1268)","France","Mandement (littere cum filo canapis)","Louis IX, Roi de France (subject_or_mention)","Pope Clement IV instructs archbishops, bishops, abbots, and other prelates throughout France to support a new hospital (domus hospitalis) founded by King Louis IX of France in Paris in honor of St. Remigius for the sustenance of blind paupers. The pope asks the prelates to assist the hospital's messengers when they come to collect alms from the faithful. This is a one-sided mandate/recommendation with no dispute involved. Louis IX appears only as the founder/benefactor of the hospital, not as a party to any conflict.","no","high","","","","ecclesiastical_property","medium",""
"147338","1173","Alexandre III (1159-1181)","","Mandement (littere cum filo canapis)","Guglielmo II di Sicilia, Re di Sicilia (subject_or_mention)","Pope Alexander III rebukes the clergy and people of Oria (diocese of Brindisi) for heeding troublemakers who are sowing discord between them and the Archbishop of Brindisi, and commands them to render due obedience and reverence to their archbishop. The operative conflict is between the clergy/people of Oria (lay and clerical subjects) and the Archbishop of Brindisi (an ecclesiastical principal), with the pope ordering submission to the archbishop. King William II of Sicily (the matched person) is mentioned only incidentally as a secular lord whose displeasure the people of Oria should also fear — he is not a party to the dispute.","yes","high","church_v_lay","high","no","ecclesiastical_appointments","high",""
"147349","1265","Clément IV (1265-1268)","Italy","Lettre, général (après 1198, littere cum filo canapis)","Charles I Stephen d'Anjou, King of Naples and Sicily (addressee)","Pope Clement IV writes to Charles I of Anjou, King of Sicily, informing him of his decision to send Archbishop Bartolomeo Pignatelli of Cosenza to Lombardy to assist and organize the passage of French troops through Lombardy in support of Charles's military campaign. The letter is a one-sided communication of a papal administrative/logistical decision, with no live dispute between opposing parties. Charles I of Anjou is the addressee and matched principal.","no","high","","","","crusade","medium",""
"147351","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Gilbert de Clare, 6th Earl of Gloucester and Hertford (beneficiary) | Edward I 'Longshanks', King of England (subject_or_mention) | Henry III, King of England (subject_or_mention)","Pope Clement IV mandates the papal legate Cardinal-Deacon Ottobono of S. Adriano to absolve Gilbert de Clare, Earl of Gloucester, from excommunication. Gilbert had incurred excommunication but is to be absolved because he steadfastly supported Edward (son of King Henry III of England) against Simon de Montfort, Earl of Leicester, and his allies, and labored vigorously for the liberation of King Henry III, who was being held captive by the English earls and magnates. The document concerns the excommunication of Gilbert de Clare (matched, beneficiary) in the context of the Second Barons' War; Simon de Montfort and his faction are the unmatched counterparties referenced as the cause of the conflict.","no","medium","","","","excommunication","high",""
"147352","1265","Clément IV (1265-1268)","","Mandement (littere cum filo canapis)","Henry III, King of England (subject_or_mention) | Edward I 'Longshanks', King of England (subject_or_mention)","Pope Clement IV mandates Cardinal-deacon Ottobono of S. Adriano, papal legate, to appoint two prelates to receive the tenth of one year's ecclesiastical revenues collected by the bishops and other prelates of England for the defence of the realm and the English Church. The funds are to be used, with the consent of King Henry III of England, for the defence of the realm and to support the restitutions being pursued by Edward, the king's firstborn son. Henry III and Edward (future Edward I) appear as contextual figures whose consent and cause motivate the mandate, but the operative act is the administration of ecclesiastical taxation/revenue.","no","high","","","","ecclesiastical_property","high",""
"147360","1171","Alexandre III (1159-1181)","England","Lettre, général (avant 1198)","Henry II 'Curtmantle' d'Anjou, King of England (addressee)","Pope Alexander III writes to King Henry II of England to commend the diligent efforts of Archdeacon Reginald of Salisbury and Master David (along with Richard Bar) in representing the king's affairs at the papal curia. The letter is a testimonial explaining why these envoys were not mentioned in earlier letters, and praising their zeal throughout the negotiations. There is no dispute being adjudicated; this is a one-sided informational/commendatory letter. Henry II is the addressee and matched principal.","no","high","","","","other","high","papal testimonial/commendation of royal envoys"
"147372","1169","Alexandre III (1159-1181)","","Mandement (littere cum filo canapis)","Henry of England, Duc de Normandie (subject_or_mention)","Pope Alexander III instructs Prior Simon of Certosa Monte dei and Brother Bernard of Corilo to act as papal legates to King Henry II of England regarding the dispute between the king and Archbishop Thomas Becket of Canterbury, who has been expelled from his church. The pope threatens ecclesiastical censure if Henry does not restore the archbishop before Lent. The matched Peerage person, Henry II (here the young Henry, Duke of Normandy, though the document clearly refers to King Henry II), appears as the principal lay party against whom the mission is directed; the other principal is Archbishop Thomas of Canterbury (unmatched).","yes","high","church_v_lay","high","yes","ecclesiastical_appointments","medium",""
"147383","1265","Clément IV (1265-1268)","Iberia","Lettre, général (après 1198, littere cum filo canapis)","Pedro III, Rey de AragÃ³n (addressee) | Jaime I, Rey de AragÃ³n (subject_or_mention)","Pope Clement IV writes to Peter (the future Pedro III), eldest son of King James I of Aragon, praising his military success against the Moors at Murcia, where he has besieged them to the point of starvation. The pope encourages him to continue his zeal for the Church's cause and to always honour ecclesiastical persons and institutions. This is a one-sided letter of praise and exhortation, not a live dispute. Pedro III appears as the addressee; his father James I is mentioned incidentally as context for the pope's affection.","no","high","","","","crusade","high",""
"147384","1265","Clément IV (1265-1268)","Iberia","Lettre, général (après 1198, littere cum filo canapis)","Jaime I, Rey de AragÃ³n (subject_or_mention)","Pope Clement IV writes to James (Jaime), son of King James I of Aragon, exhorting him to honour the Church and follow the example of his ancestors in defending the faith. This is a one-sided exhortatory letter with no dispute or litigation involved. The matched Peerage person, King James I of Aragon, is mentioned only as the addressee's father and as an exemplary predecessor, not as a party to any conflict.","no","high","","","","ecclesiastical_appointments","low","papal exhortation to lay noble to honour the Church"
"147389","1265","Clément IV (1265-1268)","England","Lettre, général (après 1198, littere cum filo canapis)","Henry III, King of England (addressee) | Edward I 'Longshanks', King of England (subject_or_mention)","Pope Clement IV writes to King Henry III of England congratulating him on his liberation and on the preservation of his firstborn son Edward (the future Edward I) through the dangers of captivity and various conflicts (a reference to the Second Barons' War and its aftermath). The pope exhorts Henry to consolidate his rule through clemency toward his persecutors and cautions him (and Edward) not to extend their hands against the prelates of the realm who may be suspected of sympathy with the rebels. This is a pastoral/congratulatory letter with political counsel, not an active dispute before the Church.","no","high","","","","secular_territorial","medium",""
"147395","1265","Clément IV (1265-1268)","England","Lettre, général (après 1198, littere cum filo canapis)","Gilbert de Clare, 6th Earl of Gloucester and Hertford (addressee) | Edward I 'Longshanks', King of England (subject_or_mention) | Henry III, King of England (subject_or_mention)","Pope Clement IV congratulates Gilbert de Clare, Earl of Gloucester, on his effective role in securing the liberation of Edward (son of Henry III of England), and exhorts him to continue steadfastly supporting the king against the persecutors of the realm of England. This is a papal letter of encouragement and exhortation addressed to Gilbert de Clare (matched, addressee/principal), referencing Edward (the future Edward I, matched as subject) and Henry III (matched as subject). The document concerns the political conflict in England (the Second Barons' War), with the pope urging Gilbert to stand firm against the king's enemies.","yes","medium","lay_v_lay","high","yes","secular_territorial","high",""
"147400","1265","Clément IV (1265-1268)","England","Lettre, général (après 1198, littere cum filo canapis)","Edward I 'Longshanks', King of England (addressee) | Henry III, King of England (subject_or_mention)","Pope Clement IV writes to Edward (the future Edward I), eldest son of King Henry III of England, congratulating him on his escape from shameful captivity (a reference to his capture during the Second Barons' War). The pope urges Edward to show clemency to the inhabitants of the realm, to refrain from cruelty against them, and to bind them to himself through beneficence. This is a one-sided exhortatory letter with no live dispute; Henry III appears only as a patronymic identifier for Edward.","no","high","","","","other","high","papal exhortation / political counsel to a lay prince"
