doc_id,year,pope,region,persons,summary,is_dispute,is_dispute_conf,dispute_parties,dispute_parties_conf,matched_principal,domain,domain_conf,domain_other_detail
26127,1050,Léon IX (1049-1054),France,Guillaume I de Nevers (addressee),"Leo IX commands Count William I of Nevers to do justice to the monastery of Montier-en-Der regarding their estates, as previously ordered, under threat of excommunication. The live dispute is church_v_lay (monastery of Montier-en-Der vs. Count William I of Nevers, who withholds their property). Count William is the addressee and lay principal party.",yes,high,church_v_lay,high,yes,ecclesiastical_property,high,
26130,1050,Léon IX (1049-1054),France,"Guillaume VI d'Auvergne, Comte d'Auvergne (subject_or_mention)",Leo IX confirms to Abbot Hugh of Charroux the possessions and rights of his monastery and orders restitution of alienated goods. Count William of Auvergne ('Guillelmum principem Arvernorum') appears as a prior figure. The operative act is property confirmation with a generic restitution clause; no specific live dispute identified.,no,medium,,,,ecclesiastical_property,high,
26133,1052,Léon IX (1049-1054),HRE,"Heinrich III, Holy Roman Emperor (subject_or_mention)","Leo IX confirms to Archbishop Hermann of Cologne his church's possession of the monastery of Brauweiler, per Emperor Henry's diploma. Emperor Henry III appears as the imperial grantor. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26137,1057,Victor II (1055-1057),,Agnes de Poitou (subject_or_mention),"Victor II notifies the faithful that he confirms the possessions and rights of the collegiate church of Saints Simeon and Jude at Goslar, founded by Emperor Henry III. Empress Agnes appears as the emperor's wife mentioned in the foundation. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26143,1061,Nicolas II (1058-1061),,"Geoffrey II d'Anjou, Comte d'Anjou (subject_or_mention) | Agnes de Bourgogne (requestor)","Nicholas II confirms to the abbey of Notre-Dame de Saintes its possessions and orderly abbess-election, at the request of Countess Agnes the foundress and Abbess Constance. Count Geoffrey of Anjou and Countess Agnes appear as founders/donors; Agnes is the requestor. Property/governance confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26147,1062,Alexandre II (1061-1073),France,"Agnes de Bourgogne (addressee) | Agnes de Poitou (subject_or_mention) | Guillaume VIII, Duc d'Aquitaine (subject_or_mention)","Alexander II writes to Agnes, former duchess of Aquitaine, taking the church of Saint-Nicolas de Poitiers (which she built) under apostolic protection and confirming its goods and rule. Agnes is the addressee/foundress; her daughter Empress Agnes and her son Duke William VIII appear as relatives/donors. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26148,1063,Alexandre II (1061-1073),HRE,"Heinrich IV, Holy Roman Emperor (subject_or_mention)","Alexander II grants Bishop Burchard of Halberstadt the right to use pallium, cross, mitre and other insignia for his ecclesiastical services, and confirms his possessions. King Henry IV appears as the ruler who commissioned Burchard's legation. The operative act is a grant of clerical privileges/insignia to a bishop, no dispute.",no,high,,,,ecclesiastical_appointments,high,
26150,1067,Alexandre II (1061-1073),,Baldwinus V Graaf van Vlaanderen Comte d'Artois Markgraaf van Ename (addressee),"Alexander II writes to Count Baldwin V of Flanders confirming the possessions and rights of the collegiate church of Saint-Pierre de Lille that he founded. Count Baldwin is the addressee/founder. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26151,1068,Alexandre II (1061-1073),HRE,"Agnes de Poitou (subject_or_mention) | Heinrich IV, Holy Roman Emperor (subject_or_mention)","Alexander II writes to the provost Ermenfried of Saint-Madeleine de Verdun, taking it under protection and confirming its possessions and an agreement Ermenfried made with Duke Godfrey of Upper Lorraine. Empress Agnes and King Henry IV appear as prior donors of property. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26165,1092,Clément III (antipape ; 1080-1100),,"Heinrich IV, Holy Roman Emperor (subject_or_mention)","The antipope Clement III (Wibert of Ravenna) takes the church of Saint-Die under protection and confirms its goods and the privileges of his predecessors. Emperor Henry IV appears as 'dilectissimi filii nostri'. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26166,1091,Urbain II (1088-1099),France,"Ladislas I 'the Saint' ArpÃ¡d, King of Hungary (subject_or_mention)","Urban II confirms to Abbot Odilo of Saint-Gilles the possessions and rights of his monastery, including donations from various figures. King Ladislas of Hungary appears as a prior donor. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26175,1096,Urbain II (1088-1099),,"Philippe I Capet, Roi des Francs (subject_or_mention)","Urban II confirms to the monastery of Saint-Jean-d'Angely its possessions, especially the church of Bury, granted by the bishop of Beauvais and confirmed by the king of France. King Philip I appears as confirming party. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26176,1096,Urbain II (1088-1099),HRE,"Phillip de ChÃ¢lon (addressee) | Hugues I, Comte de Champagne (subject_or_mention)","Urban II orders Bishop Philip of Chalons-sur-Marne to ensure his diocesans cease their violence against the priory of Saint-Nicolas and make satisfaction, and to ask his brother Count Hugh of Champagne to protect the place. The live dispute is church_v_lay (priory of Saint-Nicolas vs. the diocesans/parishioners, clergy and laity, who injured the monks and expelled the prior). Bishop Philip is the addressee/executor; Count Hugh is asked to protect. The matched persons are not themselves the aggressors.",yes,high,church_v_lay,medium,no,ecclesiastical_property,medium,
26177,1096,Urbain II (1088-1099),,"Hugues I, Comte de Champagne (subject_or_mention)","Urban II confirms to Abbot Burchard of Saint-Basol de Reims the possessions of his monastery, the withdrawal of the houses of Champagne and Chatillon from the advocacy over Saint-Basol, and its free abbatial election. Count Hugh of Champagne appears as one who (with his family) renounced the advocacy. Confirmation of property and a resolved renunciation, no live dispute.",no,medium,,,,ecclesiastical_property,high,
26187,1100,Pascal II (1099-1118),,"Raimond IV de Saint-Gilles, Comte de Toulouse (subject_or_mention)","Paschal II confirms to the canons of Saint-Sernin de Toulouse their rights and goods and their internal order (regular life, election of provost). Count Raymond of Toulouse appears as a figure. The operative act concerns the canonical order/governance and possessions. Predominantly governance/discipline of a canonical community, no dispute.",no,high,,,,ecclesiastical_appointments,medium,
26196,1104,Pascal II (1099-1118),HRE,"Heinrich IV, Holy Roman Emperor (subject_or_mention)","Paschal II complains to his Swabian and Bavarian supporters of the power of his schismatic opponents, urging them to fight the heretics, protect the damaged monastery of Schaffhausen and the expelled bishops of Constance and Passau. Emperor Henry IV appears as a patron of the schismatics, anathematized. This is the papal-imperial schism: a live political-religious conflict where the pope mobilizes partisans. The substantive matter is the schism conflict (heresy/schism, not church property).",yes,medium,mixed,low,no,other,medium,papal-imperial schism: mobilization against schismatics/antipope supporters
26200,1105,Pascal II (1099-1118),,Robert de Bourgogne (subject_or_mention),"Paschal II takes the monastery of Saint-Benigne de Dijon under protection and confirms its possessions, including church-grants by Bishop Robert of Langres, and free abbatial election. Bishop Robert of Langres appears as a prior grantor. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26206,1106,Pascal II (1099-1118),,"Bertrand, Comte de Toulouse (subject_or_mention) | Raimond IV de Saint-Gilles, Comte de Toulouse (subject_or_mention)","Paschal II informs the bishops of Arles and Avignon that he has placed Count Bertrand of Toulouse's territory under interdict because he gravely oppresses the monastery of Saint-Gilles, and orders action against his accomplice William Botin. The live dispute is church_v_lay (Saint-Gilles vs. Count Bertrand of Toulouse). Bertrand is the lay aggressor/principal; Raymond IV appears as the deceased who earlier swore protection. The operative act is the interdict/censure against Bertrand.",yes,high,church_v_lay,high,yes,excommunication,high,
26211,1107,Pascal II (1099-1118),,"Hugues I, Comte de Champagne (subject_or_mention)","Paschal II confirms to the dean and canons of the cathedral of Chalons-sur-Marne what Count Hugh of Champagne transferred to their church (land, men, customs) for the redemption of injuries and the soul of his brother Philip, former bishop. Count Hugh appears as the donor. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26215,1108,Pascal II (1099-1118),HRE,"Mathilde de Toscane, Marquise de Toscane (requestor)","Paschal II confirms to Abbot Werner of Gorze, at the request of Countess Matilda of Tuscany, what Duke Godfrey and his wife Beatrix (Matilda's mother) had transferred to the monastery. Matilda is the requestor; Godfrey and Beatrix the donors. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26217,1108,Pascal II (1099-1118),HRE,"Heinrich V, Holy Roman Emperor (subject_or_mention)","Paschal II confirms to Bishop Otto of Bamberg the town of Albeguinstein granted to his see by King Henry V. Henry V appears as the royal grantor. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26218,1108,Pascal II (1099-1118),France,"Bertrand, Comte de Toulouse (subject_or_mention)","Paschal II commands the bishops of Valence, Nimes and Uzes to restrain Count Bertrand of Toulouse and their diocesans from violence against the monastery of Saint-Gilles, threatening canonical sentence. The live dispute is church_v_lay (Saint-Gilles vs. Count Bertrand of Toulouse, who captures and maims its men). Bertrand is the lay principal aggressor.",yes,high,church_v_lay,high,yes,ecclesiastical_property,medium,
26220,1108,Pascal II (1099-1118),France,"Bertrand, Comte de Toulouse (subject_or_mention)","Paschal II informs the monks and burghers of Saint-Gilles that, because of their oppression by Count Bertrand of Toulouse, he has written to the neighbouring bishops and threatens Bertrand with the gravest curses unless he obeys and returns his plunder. The live dispute is church_v_lay (Saint-Gilles vs. Count Bertrand). Bertrand is the lay principal aggressor.",yes,high,church_v_lay,high,yes,ecclesiastical_property,medium,
26278,1132,Innocent II (1130-1143),France,"Hugues I, Comte de Champagne (subject_or_mention)","Innocent II confirms to the cathedral chapter of Troyes its rights in four churches granted by Bishop Philip, and the immunities granted by Count Hugh of Champagne. Count Hugh appears as a prior donor of immunities. Property confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26280,1134,Innocent II (1130-1143),,"Simon I, Duc de Haute-Lorraine (subject_or_mention) | Adelaide de Louvain (subject_or_mention)","Innocent II confirms to the church of Saint-Die the cessation of burdensome exactions and customs which Duke Simon I of Upper Lorraine publicly abjured at Thionville, with his wife Adelaide and son Matthew's assent. Duke Simon and Adelaide appear as those who renounced the exactions. The operative act confirms a resolved renunciation/abjuration; no live dispute.",no,medium,,,,ecclesiastical_property,medium,
26282,1136,Innocent II (1130-1143),France,"Louis VI Capet, Roi des Francs (requestor) | Adelaide di Savoia (requestor)","Innocent II confirms to the convent of Montmartre de Paris its monastic order and possessions, endowed by King Louis VI and Queen Adelaide at their request. Both appear as petitioners/founders. Property/governance confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26309,1145,Eugène III (1145-1153),France,"Henri I 'the Liberal' de Blois-Champagne, Comte de Champagne et Brie (beneficiary)","Eugene III takes the nunnery of Foicy under protection and confirms its possessions and rights, including ovens granted by Count Theobald and his son Henry. Henry the Liberal appears as a donor (the role label 'beneficiary' appears to refer to the donation clause). Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26320,1147,Eugène III (1145-1153),France,"Conrad III Hohenstaufen, King of the Romans (subject_or_mention)","Eugene III confirms to Bishop Nicholas I of Cambrai his possessions and exemption from the harmful 'gaule' custom which the count of Flanders unjustly exacts, as already remitted by King Conrad III. The recited grievance involves the count of Flanders (lay, unmatched) imposing an exaction on the church of Cambrai, but the operative act is a confirmation of an exemption/remission already granted by King Conrad III. Conrad appears as the prior remitter. Treated as a property/immunity confirmation rather than a live litigation.",no,medium,,,,ecclesiastical_property,high,
26326,1147,Eugène III (1145-1153),,"Hugues II Borel de Bourgogne, Duc de Bourgogne (subject_or_mention)","Eugene III confirms to the cathedral chapter of Langres the agreement (concordia) it made with Duke Hugh of Burgundy over injuries and undue exactions his father and he made on the chapter's lands. The recited conflict is church_v_lay (Langres chapter vs. Duke Hugh II of Burgundy, who is matched). The operative act confirms a settled agreement of an actual grievance over exactions; the duke is a principal to that resolved conflict.",yes,medium,church_v_lay,high,yes,ecclesiastical_property,medium,
26334,1152,Eugène III (1145-1153),,"Henri I 'the Liberal' de Blois-Champagne, Comte de Champagne et Brie (subject_or_mention)","Eugene III takes the abbey of Trois-Fontaines under protection and confirms its possessions, including lands held with the assent of Count Henry. Count Henry the Liberal appears as a consenting party/donor. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26335,1152,Eugène III (1145-1153),France,"Milon III, Comte de Bar (subject_or_mention)","Eugene III takes the cathedral chapter of Troyes under protection and confirms its possessions and rights, including goods Count Milon of Bar gave for his soul. Milon appears as a prior donor. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26349,1158,Adrien IV (1154-1159),,"Louis VII, Roi des Francs (subject_or_mention)","Hadrian IV takes the nunnery of Notre-Dame d'Yerres under protection and confirms its possessions, including lands granted by King Louis (the elder) and Louis the Younger. Louis VII appears as a prior donor. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26360,1163,Alexandre III (1159-1181),France,"Louis VII, Roi des Francs (subject_or_mention)","Alexander III takes the convent of Yerres under protection and confirms its possessions, including lands and revenues granted by King Louis the Younger. Louis VII appears as a prior donor. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26372,1169,Alexandre III (1159-1181),France,"Henri I 'the Liberal' de Blois-Champagne, Comte de Champagne et Brie (subject_or_mention)","Alexander III confirms to Bishop Matthew of Troyes the possessions of his see, taking it under protection, including grants and constructions by Count Henry of Champagne. Henry the Liberal appears as a donor/grantor. Property/protection confirmation, no dispute.",no,high,,,,ecclesiastical_property,high,
26380,1171,Alexandre III (1159-1181),France,"Henri I 'the Liberal' de Blois-Champagne, Comte de Champagne et Brie (requestor) | Louis VII, Roi des Francs (subject_or_mention)","Alexander III revokes the exemption he had granted to the chapel St-Etienne de Troyes (at Count Henri I of Champagne's insistence) from the jurisdiction of the bishop of Troyes, because the exemption disturbed the peace of the diocese. The live conflict is between the bishop of Troyes (unmatched) and the chapel/Count Henri over the chapel's exemption; the king and archbishop wrote against it. Henri appears as the requestor who obtained the exemption; the king is a mention.",yes,medium,church_v_church,medium,no,ecclesiastical_appointments,high,
26381,1171,Alexandre III (1159-1181),France,"Henri I 'the Liberal' de Blois-Champagne, Comte de Champagne et Brie (subject_or_mention) | Louis VII, Roi des Francs (subject_or_mention)","Companion letter to the chapter of St-Etienne de Troyes announcing the revocation of the same exemption obtained at Count Henri's request, due to the harm to the diocese of Troyes. The contested matter is the chapel's exemption from the bishop of Troyes (unmatched). Henri and the king appear only as mentions of how the exemption arose.",yes,medium,church_v_church,medium,no,ecclesiastical_appointments,high,
26387,1175,Alexandre III (1159-1181),France,"Hugues III de Bourgogne, Duc de Bourgogne (subject_or_mention) | Alexander de Bourgogne, Lord of Montagu (subject_or_mention)","Alexander III takes the collegiate church of Beaune under apostolic protection and confirms its possessions and rights. A routine protection/confirmation, not a dispute. Duke Hugues III and Alexander appear only as past donors of property listed in the confirmation.",no,high,,,,ecclesiastical_property,high,
26401,1177,Alexandre III (1159-1181),France,"Louis VII, Roi des Francs (subject_or_mention)","Alexander III confirms to the cathedral chapter of Laon an arrangement (approved by King Louis VII) that two candles be taken from the treasury revenues to burn perpetually at the high altar. A routine confirmation of a revenue arrangement, not a dispute. Louis VII appears as the consenting king.",no,high,,,,ecclesiastical_property,high,
26416,1180,Alexandre III (1159-1181),HRE,Heinrich V Herzog von Braunschweig-Lüneburg (subject_or_mention),"Alexander III takes the monastery of Marienthal (dioc. Halberstadt) under apostolic protection, confirms its Cistercian rule, goods and rights. A routine protection/confirmation. Henry the Lion (matched) appears only as a past donor of one estate listed.",no,high,,,,ecclesiastical_property,high,
26420,1180,Alexandre III (1159-1181),France,"Philip, Comte de Flandre et d'Artois (subject_or_mention) | William de Rheims, Cardinal Archbishop of Rheims (subject_or_mention)","Alexander III confirms the settlement (compositio), mediated by Archbishop William of Reims, between Bishop Roger of Cambrai and Count Philip of Flanders over the provostry of Neufchâtel, which Philip had bought and then ceded to the bishop. This concerns a past, now-settled dispute between Bishop Roger (unmatched principal) and Count Philip (matched) that the pope is confirming to prevent revival; the operative act is confirmation of the church property arrangement. Both matched persons figure in the underlying composition.",yes,medium,church_v_lay,high,yes,ecclesiastical_property,high,
26464,1184,Lucius III (1181-1185),France,"Louis VII, Roi des Francs (subject_or_mention)","Lucius III confirms to Archbishop Henri II of Bourges the rights and possessions of his church, taking it under apostolic protection (including the primacy over two provinces). A routine privilege/confirmation, not a dispute. Louis VII appears only as a past grantor of an indult.",no,high,,,,ecclesiastical_property,medium,
26468,1184,Lucius III (1181-1185),France,"William de Rheims, Cardinal Archbishop of Rheims (subject_or_mention)","Lucius III confirms the judgment of Archbishop William of Reims in the dispute between the cathedral chapter of Cambrai and the noblewoman Richoldis of Oudenaarde over the wood of Lestines, awarding two-thirds of the wood to the chapter. The live dispute (already adjudicated) is between the chapter of Cambrai (unmatched) and Richoldis of Oudenaarde (unmatched lay); the church property is the stake. William appears only as the judge.",yes,high,church_v_lay,high,no,ecclesiastical_property,high,
26474,1184,Lucius III (1181-1185),,"Henri I 'the Liberal' de Blois-Champagne, Comte de Champagne et Brie (subject_or_mention)","Lucius III confirms to the deanery of St-Maclou de Bar-sur-Aube the arrangements made by Bishop Godfrey of Langres and the chapter's own statutes on punishing priests and clerics. A routine confirmation of internal church governance, not a dispute. Count Henri appears only as the (deceased) founder who prompted the canonry.",no,high,,,,ecclesiastical_appointments,high,
26481,1185,Lucius III (1181-1185),HRE,"Friedrich I 'Barbarossa' Hohenstaufen, Holy Roman Emperor (subject_or_mention)",Lucius III takes the monastery of Waldsassen (dioc. Regensburg) under apostolic protection and confirms its possessions and rights. A routine protection/confirmation. Emperor Frederick I appears only as a mention.,no,high,,,,ecclesiastical_property,high,
26483,1185,Lucius III (1181-1185),HRE,"Friedrich I 'Barbarossa' Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Lucius III confirms to the bishopric of Bamberg its castles and the provisions concerning certain of them (per imperial confirmation), prohibiting their alienation. A routine confirmation of church temporal possessions. Emperor Frederick I appears as the source of the imperial rescript referenced.",no,high,,,,ecclesiastical_property,high,
26494,1186,Urbain III (1185-1187),,"Hugues III de Bourgogne, Duc de Bourgogne (subject_or_mention)",Urban III confirms to the monastery St-Bénigne de Dijon the 25 pounds annually on the Dijon toll that Duke Hugh III granted as compensation for damages he had inflicted on the monastery. The operative act is confirmation of a settled compensation (church revenue); not a live dispute. Hugh III appears as the past grantor/compensator.,no,medium,,,,ecclesiastical_property,high,
26510,1189,Clément III (1187-1191),,"Louis VII, Roi des Francs (subject_or_mention)","Clement III confirms to the collegiate church Toussaint-en-l'Ile (dioc. Châlons-sur-Marne) the disposition of Bishop Guido III, inserted verbatim, concerning the church's liberties and possessions on the island. A routine confirmation, not a dispute. Louis VII appears only as a past confirmer cited in the inserted text.",no,high,,,,ecclesiastical_property,high,
26512,1190,Clément III (1187-1191),France,"Richard I 'Coeur de Lion', King of England (subject_or_mention) | John I 'Lackland', King of England (subject_or_mention)","Clement III confirms to the archbishop and chapter of Rouen possession of the chaplaincy of Blye (in England), as documented in instruments of King Richard, the elect of York, and John count of Mortain. A routine confirmation of church property. Richard I and John appear as authors of the supporting instruments.",no,high,,,,ecclesiastical_property,high,
26532,1193,Célestin III (1191-1198),HRE,"Heinrich VI Hohenstaufen, Holy Roman Emperor (subject_or_mention)","Celestine III confirms to the canons of St Mary in Halberstadt the immunity over certain estates granted them by Emperor Henry VI, freeing them from advocates' jurisdiction. A routine confirmation of an immunity. Henry VI appears as the imperial grantor.",no,high,,,,ecclesiastical_property,high,
26533,1193,Célestin III (1191-1198),,"Hugues III de Bourgogne, Duc de Bourgogne (subject_or_mention)","Celestine III confirms to the monastery of Clairvaux undisturbed possession of the house it built in Dijon as lodging for abbots traveling to the Cîteaux chapter, plus wine and grain granted by Duke Hugh III. A routine confirmation of church property. Hugh III appears as a past grantor.",no,high,,,,ecclesiastical_property,high,
26549,1196,Célestin III (1191-1198),HRE,Rapoto II Graf von Ortenburg Pfalzgraf von Kraiburg (subject_or_mention),"Celestine III commissions the bishop of Passau and two provosts to compel the knight Rapoto de Steine (Ortenburg) by ecclesiastical censures (excommunication/interdict) to make satisfaction to the collegiate church of Baumburg for damages and injuries he inflicted. The live dispute is between the church/provost of Baumburg (unmatched) and the matched knight Rapoto, who refused satisfaction and frustrated the process. Rapoto is a principal party.",yes,high,church_v_lay,high,yes,ecclesiastical_property,medium,
26665,1305,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope recommends Marguerite, countess of Foix, a widow, to King Philip IV, asking him to lift the seizure of her lands of Saint-Gaudens and Nébouzan, which the king's men seized because she refused to obey his ruling on her father Gaston's testament. The actual conflict is between Countess Marguerite (unmatched) and the king over the seized lands and the testament dispute; this is an intercession letter. Philip IV is the addressee.",yes,medium,lay_v_lay,medium,yes,inheritance,medium,
26701,1305,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope absolves King Philip IV in advance from any penalties for not fulfilling a crusade vow to go to the Holy Land if war or other legitimate impediments prevent it. A crusade-vow dispensation, not a dispute. Philip IV is the addressee/beneficiary.",no,high,,,,crusade,high,
26702,1306,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope recommends Brémond de la Voûte to King Philip IV, asking the king to show him favor since his ancestral goods have largely passed to the crown. A simple recommendation/intercession, not a dispute. Philip IV is the addressee.",no,high,,,,other,medium,royal patronage recommendation of an individual
26703,1306,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee) | Charles I de France, Comte de Valois (subject_or_mention) | Charles II d'Anjou, King of Naples (subject_or_mention)","Philip IV asked the pope to grant Charles of Valois a double tithe (décime) in Provence; the pope replies he cannot decide before consulting the cardinals at the next consistory. A diplomatic/fiscal reply, not a dispute. Philip is addressee; Charles of Valois the would-be beneficiary; Charles II of Sicily a mention of a comparable grant.",no,high,,,,other,medium,"crusade/clerical tithe (décime) fiscal grant request, deferred"
26704,1307,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee) | Philippe V, Roi de France (beneficiary) | Jeanne de Bourgogne, Comtesse d'Artois (beneficiary) | Jeanne I, Reina de Navarre (subject_or_mention) | Louis X, Roi de France (subject_or_mention) | Edward I 'Longshanks', King of England (subject_or_mention)","The pope grants Philip IV a marriage dispensation (consanguinity and public-honesty impediment) for his son Philip to marry Joan, daughter of the late count of Burgundy, and also urges completion of peace with Edward I. A dispensation, not a dispute. Philip IV is addressee; Philip V and Joan the beneficiaries; the others are mentions in the impediment recital and the peace clause.",no,high,,,,marriage,high,
26751,1265,Clément IV (1265-1268),France,"Charles I Stephen d'Anjou, King of Naples and Sicily (subject_or_mention)","Clement IV charges the Franciscan provincial of Provence to appoint two inquisitors against heresy in Provence, Forcalquier and adjacent imperial lands. An administrative appointment for the Inquisition, not a dispute. Charles of Anjou appears as the secular lord of the affected territories.",no,high,,,,other,high,appointment of inquisitors / Inquisition against heresy
26753,1257,Alexandre IV (1254-1261),Eastern_Europe,"Premysl II Ottokar, King of Bohemia (subject_or_mention)","Alexander IV constitutes two Franciscan friars as inquisitors of heretical depravity in the kingdom of Bohemia and the borders of Poland. An administrative Inquisition appointment, not a dispute. The king of Bohemia (Ottokar) appears as the secular ruler of the affected lands.",no,high,,,,other,high,appointment of inquisitors / Inquisition against heresy
26758,1265,Clément IV (1265-1268),Iberia,"Thibaut II (V), Rey de Navarre (addressee)","Clement IV commends to the king of Navarre the church of St-Urbain de Troyes, which Urban IV had built on his paternal property and exempted from all jurisdiction, asking the king to protect and favor it. A recommendation/protection letter, not a dispute. The king of Navarre (Thibaut) is the addressee.",no,high,,,,ecclesiastical_property,medium,
26762,1307,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope asks King Philip IV to forbid the planned judicial duel between the counts of Foix and Armagnac (also Comminges) and to compel them to live in peace, fearing the dangers of the duel. The actual conflict is the war between the counts of Foix and Armagnac (both unmatched lay); the pope seeks peace through the king. Philip IV is the addressee asked to intervene.",yes,high,lay_v_lay,high,no,secular_territorial,medium,
26763,1307,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee) | Edward II, King of England (subject_or_mention) | Edward I 'Longshanks', King of England (subject_or_mention) | Isabelle de France (subject_or_mention)","The pope urges Philip IV to perfect his peace with Edward II and to conclude the planned marriage between Philip's daughter Isabelle and the king of England. The matter is peace/concord between France and England (Philip and Edward II, both matched) plus a marriage; the letter celebrates the approaching peace. Philip is addressee; Edward II the counterparty; Edward I and Isabelle mentions.",yes,medium,lay_v_lay,high,yes,secular_territorial,medium,
26764,1308,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope authorizes Philip IV to designate curators/administrators of the Templars' goods, alongside those the pope and prelates appoint, with safeguards on accounting and reservation of funds for the Holy Land. An administrative authorization concerning Templar property, not a live two-party dispute. Philip IV is the addressee.",no,medium,,,,ecclesiastical_property,medium,
26766,1308,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope asks Philip IV, a creditor of the church of Albi for 20,000 livres, to restore the revenues his officers have collected this year to the church, or at least to show benevolence to the new bishop. The underlying friction is between the crown (holding/collecting Albi's revenues) and the church of Albi (unmatched); the pope intercedes for the church. Philip IV is addressee. The operative stake is church revenues.",yes,medium,church_v_lay,medium,yes,ecclesiastical_property,medium,
26767,1308,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope, working to restore peace in Gascony and needing Count Gaston of Foix whom Philip had summoned, asks the king to postpone the count's appearance date. A request for a procedural postponement amid peace-making efforts, not itself the adjudication of a dispute. Philip IV is addressee; the Gascony peace and the Foix-Armagnac matter are background.",no,medium,,,,secular_territorial,low,
26768,1308,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee) | Louis X, Roi de France (subject_or_mention)","Clement V recommends the noble Auger de Mauléon to Philip IV, asking the king to grant him as many knight-fees in Navarre as previous standard-bearers held. A recommendation/intercession, not a dispute. Philip IV is addressee; Louis (then king of Navarre) appears as a mention.",no,high,,,,other,medium,royal patronage recommendation of an individual
26769,1308,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","Clement V asks Philip IV to send him more sealed copies of letters (up to twenty) that allow recovery of the Templar order's goods. An administrative logistics request, not a dispute. Philip IV is the addressee.",no,high,,,,ecclesiastical_property,medium,
26770,1308,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope recommends to the king the Cistercian abbot of Belleperche (dioc. Toulouse), who was condemned by the seneschal of Toulouse's judge to pay 5,000 livres and has appealed to the royal court, asking the king to favor him. The actual dispute is between the abbey of Belleperche (unmatched ecclesiastical) and the royal seneschal/officers of Toulouse over the fine and seizure of monastery goods; the pope intercedes. Philip IV is addressee.",yes,high,church_v_lay,high,no,ecclesiastical_property,medium,
26771,1309,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee) | Hugues V de Bourgogne, Duc de Bourgogne (subject_or_mention) | Charles I de France, Comte de Valois (subject_or_mention) | Catherine de Valois (subject_or_mention) | Marguerite de Valois (subject_or_mention) | Jaime II, Rey de Aragón (subject_or_mention) | Jeanne de Valois (subject_or_mention)","The pope replies to Philip IV that he will not dispose of the church of Sens until learning the king's will, and asks Philip to complete the dossier on certain betrothals/marriage matters (involving Hugh V of Burgundy and daughters of Charles of Valois) before he authorizes them. A mixed administrative/marriage-dispensation reply, not a dispute. Philip is addressee; the others are subjects of the marriage requests.",no,high,,,,marriage,medium,
26772,1309,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope asks Philip IV to find and return to the citizens of Bordeaux the written promises of fidelity they had given him on account of their past revolt, which the king had agreed to remit. The past revolt of Bordeaux is recited as background; the operative act is restitution of documents following a remission already granted, not adjudication of a live conflict. Philip IV is addressee. (Lean toward not a dispute.)",no,low,,,,secular_territorial,medium,
26773,1309,Clément V (1305-1314),France,"Philippe IV, Roi de France (addressee)","The pope recommends Béraud, lord of Mercoeur, to Philip IV, noting he made no complaint against the king himself but only against certain courtiers. A recommendation/intercession, not a dispute. Philip IV is the addressee.",no,high,,,,other,medium,royal patronage recommendation of an individual
